user_id,charity,culture,education,flat fee,food,fun,health,house,other,shopping,sports,supermarket,tech,transportation,travel
user_1024,0,0,0,30,6,0,0,0,0,4,0,21,0,0,3
user_10240,0,1,0,44,13,1,1,0,1,3,0,71,6,26,1
user_10241,1,25,0,10,122,25,15,2,12,12,6,143,3,23,5
user_10242,0,0,0,3,4,1,0,0,0,6,0,0,0,1,1
user_10243,0,0,1,0,11,3,2,1,0,12,0,7,0,0,0
user_10244,0,1,0,2,6,5,5,0,2,8,1,21,0,1,3
user_10246,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
user_10248,0,1,0,0,3,0,4,0,1,11,0,7,0,6,3
user_10249,0,0,0,1,1,0,0,0,0,0,1,3,0,3,1
user_1025,0,31,0,7,12,7,24,2,12,11,1,56,0,9,2
user_10250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
user_10252,0,0,0,1,6,1,0,3,0,2,0,3,0,0,2
user_10254,0,0,0,10,7,7,0,0,0,0,1,3,0,0,0
user_10255,0,0,0,0,24,1,2,1,0,4,0,9,0,0,0
user_10256,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
user_10257,0,0,0,2,4,0,2,0,2,1,0,1,0,0,0
user_10258,0,0,0,4,4,0,0,0,0,2,0,7,0,0,1
user_10259,0,0,0,1,3,3,0,0,1,2,0,0,0,7,2
user_1026,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
user_10260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
user_10261,0,5,0,8,26,6,2,0,2,9,0,5,0,4,7
user_10262,0,0,0,3,6,1,0,0,1,0,0,0,0,0,0
user_10265,0,1,0,3,11,8,0,1,0,0,0,27,0,8,1
user_10266,0,1,0,1,6,0,0,0,2,6,0,3,1,2,2
user_10267,0,2,0,0,7,1,1,0,1,4,0,5,0,1,2
user_10268,0,3,0,12,112,0,5,1,0,6,1,95,4,47,6
user_10269,0,5,0,3,35,8,2,0,2,18,0,36,0,1,3
user_1027,1,3,0,3,34,3,0,0,8,11,3,20,0,11,10
user_10270,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
user_10271,0,3,1,0,3,1,3,0,0,1,0,16,0,9,0
user_10272,0,12,0,38,162,30,41,5,9,31,5,128,4,204,7
user_10273,0,1,0,1,12,0,0,0,2,0,0,6,0,1,0
user_10274,0,5,0,4,3,1,0,2,4,5,0,6,0,0,0
user_10275,0,3,0,8,45,3,34,0,7,20,0,136,3,60,1
user_10276,0,1,0,2,26,5,1,0,2,10,0,9,0,0,5
user_10277,0,2,1,0,39,6,2,1,1,18,0,19,0,0,0
user_10278,0,5,1,10,21,4,17,5,3,31,2,37,0,0,4
user_1028,0,10,0,8,24,13,2,0,8,26,1,36,0,8,3
user_10280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_10281,0,0,0,1,13,0,0,0,0,0,1,1,0,0,1
user_10282,0,0,0,1,13,9,0,0,0,4,0,3,0,0,8
user_10283,0,3,0,12,48,7,0,1,6,3,0,5,0,12,2
user_10284,0,0,0,12,107,16,9,0,1,10,0,40,0,8,27
user_10285,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
user_10287,0,4,0,3,9,7,7,1,26,3,0,33,0,3,1
user_10288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
user_1029,0,2,0,8,46,19,2,1,2,11,0,81,0,2,3
user_10290,0,1,1,0,1,1,0,0,0,0,0,8,0,0,0
user_10291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
user_10292,0,4,1,22,21,2,3,6,4,30,0,20,1,20,13
user_10293,0,3,0,8,1,0,1,24,11,5,0,22,3,2,2
user_10296,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
user_10297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_10298,0,0,0,3,8,0,4,0,4,11,2,3,0,1,3
user_103,0,0,0,0,5,1,0,0,0,1,0,6,0,1,6
user_1030,0,2,0,7,0,0,0,0,2,0,0,5,0,36,2
user_10300,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
user_10301,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0
user_10302,0,0,0,0,11,0,1,0,0,4,1,5,0,3,3
user_10303,0,0,0,0,1,0,0,0,0,3,0,4,0,1,0
user_10304,0,1,0,4,21,3,2,0,4,8,0,11,1,1,1
user_10306,0,1,0,0,1,1,0,0,1,1,0,12,1,0,1
user_10307,0,0,0,2,5,1,0,0,0,2,0,3,0,0,0
user_10308,0,5,0,3,10,0,0,0,1,4,0,6,0,0,6
user_10309,0,2,0,4,36,0,1,0,1,1,0,26,0,0,2
user_1031,0,0,0,1,1,1,0,0,0,2,0,4,0,1,0
user_10310,0,1,0,1,4,2,2,6,4,1,0,11,2,0,0
user_10311,0,0,0,2,7,0,0,2,1,4,0,5,0,0,0
user_10313,0,0,1,1,4,0,1,0,0,1,0,4,0,0,0
user_10315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_10316,0,0,0,4,26,3,7,0,2,4,0,41,0,37,4
user_10317,0,1,0,1,36,11,4,6,5,28,0,2,0,6,11
user_10319,0,3,0,10,22,1,0,0,3,7,0,11,0,7,7
user_1032,0,0,0,0,2,0,0,0,1,4,0,2,0,0,0
user_10320,0,1,2,25,35,33,4,0,8,14,0,9,1,26,9
user_10321,0,0,0,1,1,2,1,0,0,3,0,0,0,0,2
user_10322,0,0,0,1,7,0,0,0,13,5,0,61,1,9,1
user_10325,1,3,0,5,32,4,2,4,10,5,0,17,0,10,7
user_10326,0,0,0,0,29,1,1,0,0,0,0,2,0,0,1
user_10327,0,1,0,1,7,1,4,0,4,8,0,5,0,0,0
user_1033,0,0,0,14,3,2,0,0,0,0,0,5,0,1,6
user_10330,0,0,0,4,39,4,1,1,5,2,0,28,0,0,2
user_10331,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
user_10332,0,1,0,1,0,0,0,0,0,1,0,1,0,1,5
user_10333,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3
user_10335,0,0,1,4,8,0,0,0,0,12,0,3,0,1,0
user_10336,0,3,0,5,21,0,0,1,6,14,4,18,0,9,16
user_10337,0,6,0,3,14,1,2,2,3,17,0,11,0,2,1
user_10339,0,0,0,6,0,1,1,0,8,1,0,35,0,1,0
user_1034,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
user_10340,0,5,0,18,59,43,3,1,11,11,1,50,1,27,22
user_10341,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
user_10342,0,0,0,5,2,1,0,0,0,0,0,4,0,3,0
user_10343,0,0,0,0,3,1,0,0,3,0,0,0,0,2,1
user_10344,0,1,0,2,4,0,1,0,0,2,0,2,0,3,0
user_10345,0,1,0,27,20,3,3,1,0,7,0,51,0,10,1
user_10347,0,0,0,10,17,3,2,1,2,2,0,49,0,3,1
user_10349,0,2,0,2,16,0,2,0,0,2,1,4,0,12,6
user_1035,0,0,0,7,0,3,0,0,0,2,0,5,0,1,0
user_10350,0,0,0,18,25,46,1,1,12,6,3,83,0,5,6
user_10351,0,2,0,11,39,15,1,2,4,22,1,36,3,11,5
user_10352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_10353,0,6,0,11,47,6,7,1,5,13,1,56,0,6,21
user_10354,0,0,0,6,6,2,2,1,1,0,0,15,0,2,0
user_10356,1,3,0,2,17,3,1,0,5,4,0,5,0,16,18
user_10357,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0
user_10358,0,1,0,0,4,4,0,0,0,10,3,2,0,0,2
user_10359,0,9,0,3,0,0,0,0,0,4,0,29,0,0,0
user_10361,0,1,0,4,8,2,0,0,3,2,0,8,0,2,2
user_10362,0,0,0,2,7,1,0,0,2,1,0,7,0,12,2
user_10363,0,1,8,33,14,0,2,3,4,5,0,34,0,2,1
user_10365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
user_10366,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
user_10367,0,0,0,1,8,0,2,0,0,0,0,9,0,0,0
user_10368,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
user_10369,0,0,0,0,0,1,0,0,1,1,0,8,0,0,5
user_10370,0,1,0,4,36,1,2,2,17,3,0,18,0,9,1
user_10371,0,0,0,3,10,1,1,0,4,3,0,2,0,0,2
user_10373,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
user_10374,0,3,0,4,34,2,0,0,1,0,0,9,0,1,0
user_10375,0,1,0,3,0,0,0,0,2,1,0,1,0,0,9
user_10376,0,0,0,0,22,1,0,0,0,1,0,31,0,3,1
user_10377,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
user_10378,0,0,0,6,7,2,0,1,1,2,0,7,0,5,7
user_1038,0,0,0,0,5,0,1,1,0,0,0,7,0,0,0
user_10380,0,3,0,7,12,0,0,2,1,1,0,9,0,4,2
user_10381,3,9,1,5,48,16,6,4,15,8,3,125,6,26,7
user_10382,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
user_10383,0,0,0,3,13,0,0,0,1,7,1,5,0,4,2
user_10385,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
user_10386,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
user_10387,0,0,0,24,6,3,3,7,5,3,0,39,3,10,1
user_10388,0,0,0,2,2,0,0,0,1,0,0,3,0,0,0
user_10389,0,1,0,4,3,0,0,0,1,0,0,1,0,0,0
user_10391,0,1,0,5,2,1,1,1,0,2,0,13,0,1,2
user_10392,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
user_10393,0,0,0,1,6,2,0,1,1,1,0,2,0,8,4
user_10394,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
user_10395,0,0,0,0,35,30,1,1,1,6,0,34,0,3,3
user_10396,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
user_10397,0,0,0,2,5,0,0,0,6,2,0,15,0,2,7
user_10398,0,1,0,16,50,11,3,0,13,12,2,49,0,5,13
user_10399,0,0,0,1,33,1,9,0,1,3,0,21,0,6,1
user_104,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3
user_10400,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1
user_10402,0,1,0,5,1,0,0,0,1,1,0,13,0,1,4
user_10403,0,0,0,4,1,2,0,0,2,1,0,4,0,3,1
user_10404,0,0,0,0,34,3,16,1,3,19,0,42,0,5,6
user_10405,0,2,0,25,62,2,11,0,31,15,0,27,1,73,33
user_10406,0,0,0,6,11,4,3,1,2,0,0,11,0,4,0
user_10407,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0
user_10408,0,1,0,3,7,0,0,1,2,5,0,9,0,0,0
user_10409,0,0,0,1,5,1,0,0,0,0,0,1,0,5,3
user_1041,0,1,2,5,75,11,12,1,5,7,0,14,0,29,9
user_10410,0,0,0,0,11,4,0,2,2,3,0,12,1,0,5
user_10411,0,1,0,0,6,2,2,0,0,0,1,5,0,5,2
user_10412,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
user_10414,0,0,0,1,8,0,0,0,1,0,0,0,0,1,1
user_10415,0,2,0,2,30,12,0,0,0,0,0,4,0,1,0
user_10416,0,1,0,8,12,0,2,9,0,4,1,3,0,0,0
user_10417,0,0,0,0,19,0,0,0,0,9,0,5,0,0,0
user_10418,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
user_10419,0,4,1,1,4,2,1,0,0,3,0,27,0,1,0
user_1042,1,1,1,2,16,6,2,3,3,7,0,8,0,7,2
user_10420,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1
user_10421,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0
user_10422,0,5,0,12,110,20,16,0,12,3,0,122,2,36,9
user_10423,0,0,0,13,0,0,0,0,0,2,0,6,0,0,0
user_10424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_10425,0,2,0,5,51,18,2,0,11,10,1,79,0,70,15
user_10426,0,0,0,0,11,1,1,0,0,4,0,11,0,3,2
user_10427,0,0,0,0,2,0,1,0,0,1,0,4,0,1,1
user_10428,2,15,0,32,172,14,20,4,17,47,0,92,0,121,30
user_1043,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
user_10430,0,1,0,1,7,1,1,0,1,3,0,5,0,8,6
user_10431,0,0,0,3,2,0,0,0,0,0,0,3,0,0,2
user_10432,0,0,1,1,6,0,2,0,1,1,0,26,1,3,0
user_10433,0,2,2,3,129,4,0,3,23,5,0,46,0,18,4
user_10434,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
user_10435,1,0,0,1,18,0,0,0,0,0,0,6,0,0,1
user_10436,1,3,0,2,11,0,0,0,1,11,0,4,0,4,3
user_10437,0,0,0,2,24,4,0,0,5,4,0,9,0,9,7
user_10438,0,0,0,1,8,0,2,0,0,6,0,5,0,1,1
user_10439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
user_1044,0,2,0,2,0,2,2,2,8,6,0,4,0,0,0
user_10440,0,0,3,1,6,0,1,3,6,14,0,54,0,0,0
user_10441,0,0,0,1,3,0,0,0,0,1,0,1,0,6,4
user_10443,0,0,0,9,31,60,1,0,9,4,0,47,0,11,4
