2018_q1_sum,2018_q2_sum,2018_q3_sum,2018_q4_sum,2019_q1_sum,2019_q2_sum,summs,sumsyears,compl,Len Compl,sum rev,Len rev,sum decl,Len decl,sum canc,Len canc,sum fail,Len fail,new,Sum  of True Trans,Plh8os True Trans,user_id
50.0,0.0,37.5,12.5,0.0,0.0,8.0,8.0,93.13,4.0,0.18,1.0,63.84,1.0,0.0,0.0,0.36,2.0,92.95,28.749999999999986,0.0,user_13
0.0,0.0,0.0,100.0,0.0,0.0,4.0,4.0,167.01,3.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,166.81,166.81,2.0,user_14
0.0,0.0,0.0,3.6363636363636362,90.9090909090909,5.454545454545454,110.0,110.0,1434.2299999999993,91.0,78.3,4.0,295.07000000000005,15.0,0.0,0.0,0.0,0.0,1355.9299999999996,1060.8599999999997,72.0,user_15
2.2167487684729066,12.31527093596059,33.251231527093594,49.50738916256157,2.4630541871921183,0.24630541871921183,406.0,406.0,16469.400000000005,363.0,281.92,20.0,229.21,20.0,100.0,1.0,460.0,2.0,16187.480000000005,15398.270000000004,320.0,user_17
0.0,21.428571428571427,64.28571428571429,14.285714285714286,0.0,0.0,14.0,14.0,459.52,10.0,43.4,3.0,4.26,1.0,0.0,0.0,0.0,0.0,416.12,411.86,6.0,user_18
0.0,0.0,7.984790874524715,28.897338403041825,50.19011406844106,12.927756653992395,263.0,263.0,7969.679999999994,254.0,1.0,2.0,977.5,4.0,0.0,0.0,0.0,0.0,7968.679999999994,6991.179999999994,248.0,user_19
1.5037593984962405,1.5037593984962405,87.21804511278195,3.007518796992481,6.7669172932330826,0.0,133.0,133.0,10816.229999999994,108.0,531.6800000000002,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10284.549999999994,10284.549999999994,83.0,user_20
0.0,0.0,8.118081180811808,30.627306273062732,44.28044280442804,16.974169741697416,271.0,271.0,3040.3500000000067,254.0,2.56,5.0,963.97,9.0,0.0,0.0,25.53,2.0,3037.790000000007,2048.2900000000072,238.0,user_21
66.66666666666667,25.396825396825395,0.0,0.0,7.936507936507937,0.0,63.0,63.0,1256.8200000000004,60.0,2.0,2.0,14.36,1.0,0.0,0.0,0.0,0.0,1254.8200000000004,1240.4600000000005,57.0,user_22
0.0,0.0,0.0,2.4489795918367347,42.857142857142854,54.69387755102041,245.0,245.0,20160.310000000005,219.0,26.380000000000006,4.0,1102.33,9.0,0.0,0.0,0.0,0.0,20133.930000000004,19031.600000000006,206.0,user_23
0.0,0.0,17.289719626168225,32.71028037383178,33.64485981308411,16.35514018691589,214.0,214.0,4802.459999999999,205.0,1.0,1.0,64.99000000000001,6.0,0.0,0.0,0.0,0.0,4801.459999999999,4736.469999999998,198.0,user_24
0.0,0.0,0.0,11.11111111111111,88.88888888888889,0.0,18.0,18.0,6193.26,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6193.26,6193.26,18.0,user_25
0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,7.96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,7.96,3.0,user_26
0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,3.0,3.0,14.99,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,13.99,1.0,user_27
0.0,10.839160839160838,37.06293706293706,6.993006993006993,40.90909090909091,4.195804195804196,286.0,286.0,6643.920000000003,245.0,491.03,19.0,1262.0800000000004,14.0,0.0,0.0,629.78,8.0,6152.890000000002,4261.030000000003,204.0,user_28
0.0,0.0,5.405405405405405,0.0,89.1891891891892,5.405405405405405,37.0,37.0,1276.38,21.0,2.0,2.0,214.14,8.0,0.0,0.0,244.0,6.0,1274.38,816.2399999999997,5.0,user_29
0.0,36.0,63.0,0.0,1.0,0.0,100.0,100.0,2865.9199999999987,90.0,1.0,3.0,91.85,7.0,0.0,0.0,0.0,0.0,2864.9199999999987,2773.069999999999,80.0,user_30
0.0,0.0,2.1739130434782608,71.73913043478261,20.652173913043477,5.434782608695652,92.0,92.0,4194.969999999998,85.0,22.0,3.0,170.22,2.0,0.0,0.0,400.0,2.0,4172.969999999998,3602.7499999999995,78.0,user_31
0.0,0.0,15.789473684210526,21.05263157894737,59.64912280701754,3.508771929824561,57.0,57.0,774.0900000000001,51.0,1.58,2.0,112.43,4.0,0.0,0.0,0.0,0.0,772.5100000000001,660.0800000000003,45.0,user_32
0.9615384615384616,37.82051282051282,13.461538461538462,15.705128205128204,32.05128205128205,0.0,312.0,312.0,3764.6899999999987,232.0,251.3,16.0,425.48,54.0,0.0,0.0,225.0,10.0,3513.389999999999,2862.909999999999,152.0,user_33
0.0,0.0,0.0,0.0,0.0,100.0,2.0,2.0,19.88,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68,19.68,0.0,user_34
0.0,0.0,27.480916030534353,38.16793893129771,28.244274809160306,6.106870229007634,131.0,131.0,2342.58,84.0,19.31,24.0,238.04,14.0,0.0,0.0,121.28,8.0,2323.27,1963.95,38.0,user_35
6.787330316742081,16.289592760180994,15.83710407239819,24.43438914027149,23.529411764705884,13.122171945701357,221.0,221.0,5207.120000000004,202.0,144.53999999999996,8.0,97.87,9.0,0.0,0.0,0.0,0.0,5062.5800000000045,4964.710000000005,185.0,user_36
0.0,0.0,10.362694300518134,36.78756476683938,30.569948186528496,22.27979274611399,193.0,193.0,643.67,178.0,1.78,2.0,117.96,5.0,0.0,0.0,40.0,1.0,641.89,483.93,170.0,user_37
33.333333333333336,0.0,25.0,41.666666666666664,0.0,0.0,12.0,12.0,895.71,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,893.71,893.71,8.0,user_38
0.0,0.0,0.3787878787878788,22.727272727272727,57.95454545454545,18.939393939393938,264.0,264.0,9309.08,233.0,210.65,7.0,17903437.31,10.0,0.0,0.0,349.1,12.0,9098.43,-17894687.98,204.0,user_39
0.0,0.0,28.0,33.6,22.4,16.0,125.0,125.0,4617.8899999999985,106.0,0.06,3.0,242.64,14.0,198.42,1.0,99.21,1.0,4617.829999999999,4077.5599999999986,87.0,user_40
0.0,0.0,0.0,16.176470588235293,61.029411764705884,22.794117647058822,136.0,136.0,2968.319999999999,124.0,1.0,1.0,174.09,9.0,0.0,0.0,20.0,1.0,2967.319999999999,2773.2299999999987,113.0,user_41
0.0,0.0,18.072289156626507,31.626506024096386,34.63855421686747,15.662650602409638,332.0,332.0,7432.570000000005,311.0,419.4,7.0,513.3299999999998,13.0,0.0,0.0,0.0,0.0,7013.170000000006,6499.8400000000065,291.0,user_42
0.0,0.0,0.0,13.636363636363637,56.06060606060606,30.303030303030305,66.0,66.0,491.4300000000002,55.0,26.40000000000001,6.0,1.7,1.0,0.0,0.0,17.02,2.0,465.03000000000014,446.3100000000002,46.0,user_43
0.0,0.0,0.0,21.788990825688074,75.45871559633028,2.7522935779816513,436.0,436.0,8181.880000000003,392.0,181.27,7.0,788.4000000000002,26.0,181.07,2.0,337.02,3.0,8000.610000000002,6694.120000000003,354.0,user_44
0.0,0.0,60.0,20.0,20.0,0.0,5.0,5.0,171.2,3.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,171.14,171.14,1.0,user_45
0.0,0.0,0.0,39.130434782608695,60.869565217391305,0.0,46.0,46.0,492.84,15.0,0.85,2.0,732.3299999999997,26.0,0.0,0.0,43.41,3.0,491.99,-283.7499999999999,-16.0,user_46
0.0,0.0,0.0,40.0,60.0,0.0,15.0,15.0,397.99,12.0,0.2,1.0,11.9,2.0,0.0,0.0,0.0,0.0,397.79,385.89,9.0,user_47
0.0,0.0,50.0,50.0,0.0,0.0,16.0,16.0,68.31,10.0,19.33,4.0,9.52,2.0,0.0,0.0,0.0,0.0,48.98,39.46000000000001,4.0,user_48
0.0,0.0,57.89473684210526,42.10526315789474,0.0,0.0,19.0,19.0,101.54,6.0,167.32,9.0,62.77000000000001,3.0,0.0,0.0,21.28,1.0,-65.78,-149.83,-7.0,user_49
80.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,47.69,7.0,1.5499999999999998,2.0,42.38,1.0,0.0,0.0,0.0,0.0,46.14,3.759999999999998,4.0,user_50
1.2522361359570662,3.5778175313059033,17.173524150268335,22.898032200357783,31.305903398926656,23.792486583184257,559.0,559.0,13433.710000000008,522.0,171.02999999999997,15.0,479.02,14.0,0.0,0.0,85.11,1.0,13262.680000000008,12698.550000000007,492.0,user_51
0.0,0.0,9.67741935483871,22.580645161290324,17.741935483870968,50.0,62.0,62.0,481.35999999999984,48.0,2.55,4.0,32.36,5.0,0.0,0.0,276.6,3.0,478.80999999999983,169.84999999999985,36.0,user_52
0.0,0.6,42.0,28.8,28.0,0.6,500.0,500.0,7904.270000000035,476.0,43.23,6.0,569.76,15.0,0.0,0.0,76.59,3.0,7861.040000000035,7214.690000000035,452.0,user_53
0.0,0.0,52.94117647058823,0.0,47.05882352941177,0.0,17.0,17.0,1056.6,7.0,0.4,2.0,11154.54,7.0,0.0,0.0,0.2,1.0,1056.1999999999996,-10098.54,-3.0,user_55
0.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,14.99,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,13.99,1.0,user_57
0.0,0.0,1.5730337078651686,33.70786516853933,64.71910112359551,0.0,445.0,445.0,15470.640000000005,424.0,85.07,10.0,629.9199999999997,10.0,0.0,0.0,0.0,0.0,15385.570000000005,14755.650000000005,404.0,user_58
0.0,0.0,0.0,60.989010989010985,21.978021978021978,17.032967032967033,182.0,182.0,11942.499999999995,170.0,50.7,3.0,659.2499999999999,7.0,0.0,0.0,100.0,1.0,11891.799999999996,11132.549999999996,159.0,user_59
0.0,0.0,24.54780361757106,16.27906976744186,50.3875968992248,8.785529715762275,387.0,387.0,8697.53000000001,335.0,49.86,17.0,623.8,29.0,0.0,0.0,102.13,3.0,8647.67000000001,7921.740000000009,286.0,user_60
2.112676056338028,11.267605633802816,9.154929577464788,16.901408450704224,60.563380281690144,0.0,142.0,142.0,5864.079999999999,113.0,2.77,14.0,918.07,14.0,0.0,0.0,99.42,1.0,5861.309999999999,4843.819999999999,84.0,user_61
0.0,0.0,90.69767441860465,2.3255813953488373,0.0,6.976744186046512,43.0,43.0,1460.19,32.0,23.34,5.0,149.53,6.0,0.0,0.0,0.0,0.0,1436.85,1287.3200000000004,21.0,user_62
0.0,0.0,86.36363636363636,13.636363636363637,0.0,0.0,22.0,22.0,4262.31,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4261.31,4260.31,18.0,user_63
0.0,0.0,80.0,0.0,20.0,0.0,5.0,5.0,39.69,3.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.63,39.63,1.0,user_64
21.73913043478261,8.695652173913043,21.73913043478261,4.3478260869565215,34.78260869565217,8.695652173913043,23.0,23.0,130.14,19.0,0.85,4.0,0.0,0.0,0.0,0.0,0.0,0.0,129.29,129.29,15.0,user_65
0.0,0.0,3.697749196141479,39.549839228295816,43.72990353697749,13.02250803858521,1244.0,1244.0,11948.680000000095,1224.0,15.21,4.0,89.89999999999998,12.0,0.0,0.0,0.0,0.0,11933.470000000096,11843.570000000096,1208.0,user_66
11.764705882352942,14.705882352941176,18.38235294117647,47.05882352941177,8.088235294117647,0.0,136.0,136.0,12012.06,127.0,2.74,4.0,0.0,0.0,0.85,1.0,945.0,4.0,12009.32,11063.47,118.0,user_67
0.0,0.0,0.0,34.95762711864407,46.610169491525426,18.43220338983051,472.0,472.0,11323.620000000019,435.0,104.44,20.0,105.75,12.0,0.0,0.0,0.0,0.0,11219.18000000002,11113.43000000002,403.0,user_68
0.0,0.0,0.0,36.283185840707965,59.29203539823009,4.424778761061947,113.0,113.0,1309.6199999999992,100.0,9.56,10.0,7.229999999999999,3.0,0.0,0.0,0.0,0.0,1300.0599999999993,1292.8299999999992,87.0,user_69
19.02313624678663,14.910025706940875,18.76606683804627,12.596401028277635,11.568123393316196,23.13624678663239,389.0,389.0,12648.6,350.0,7.6,15.0,975.8599999999997,20.0,0.0,0.0,51.71,4.0,12640.999999999998,11613.429999999997,311.0,user_70
0.0,0.0,90.9090909090909,9.090909090909092,0.0,0.0,11.0,11.0,15.89,5.0,46.33000000000001,5.0,3.46,1.0,0.0,0.0,0.0,0.0,-30.440000000000005,-33.90000000000001,-1.0,user_71
0.0,4.705882352941177,29.41176470588235,42.35294117647059,14.117647058823529,9.411764705882353,85.0,85.0,1292.7799999999995,59.0,447.65000000000015,14.0,643.0199999999999,12.0,0.0,0.0,0.0,0.0,845.1299999999997,202.10999999999981,33.0,user_72
0.0,0.0,19.29824561403509,57.01754385964912,21.05263157894737,2.6315789473684212,114.0,114.0,10603.759999999998,97.0,4.95,3.0,194.08,11.0,0.0,0.0,783.73,3.0,10598.809999999998,9620.999999999998,80.0,user_73
100.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,575.35,11.0,0.0,0.0,0.0,0.0,9.45,1.0,0.0,0.0,575.35,565.9,10.0,user_74
23.076923076923077,41.02564102564103,7.6923076923076925,10.256410256410257,17.94871794871795,0.0,39.0,39.0,1073.7600000000002,34.0,3.0,3.0,0.0,0.0,0.0,0.0,101.0,2.0,1070.7600000000002,969.7600000000003,29.0,user_75
0.0,0.0,0.0,2.0618556701030926,79.38144329896907,18.556701030927837,97.0,97.0,1624.55,90.0,22.0,3.0,28.36,3.0,0.0,0.0,10.0,1.0,1602.55,1564.19,83.0,user_76
0.0,0.0,33.333333333333336,25.0,41.666666666666664,0.0,12.0,12.0,251.23,9.0,10.21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,241.02,241.02,6.0,user_77
9.045226130653266,28.64321608040201,39.19597989949749,9.045226130653266,8.040201005025125,6.030150753768845,199.0,199.0,25372.96999999999,188.0,3.0,4.0,767.34,4.0,0.0,0.0,350.0,3.0,25369.96999999999,24252.629999999986,177.0,user_78
0.0,0.0,0.0,71.42857142857143,28.571428571428573,0.0,7.0,7.0,18.24,3.0,1.0,1.0,6.32,2.0,0.0,0.0,1.0,1.0,17.240000000000002,9.920000000000002,-1.0,user_79
0.0,0.0,19.047619047619047,41.49659863945578,28.91156462585034,10.54421768707483,294.0,294.0,3871.1299999999987,222.0,46.16,12.0,240.80999999999997,27.0,0.0,0.0,1324.9900000000007,31.0,3824.969999999999,2259.169999999999,152.0,user_80
33.58585858585859,50.505050505050505,1.0101010101010102,7.3232323232323235,6.818181818181818,0.7575757575757576,396.0,396.0,7851.560000000004,380.0,117.45,14.0,1.52,2.0,0.0,0.0,0.0,0.0,7734.110000000003,7732.590000000004,364.0,user_81
0.0,0.0,65.4320987654321,11.11111111111111,3.7037037037037037,19.753086419753085,81.0,81.0,6549.79,74.0,79.69999999999997,2.0,108.35,5.0,0.0,0.0,0.0,0.0,6470.09,6361.74,67.0,user_82
0.0,0.0,1.6736401673640167,0.0,61.92468619246862,36.40167364016737,239.0,239.0,3439.940000000005,206.0,47.15,11.0,281.91,12.0,0.0,0.0,144.67,7.0,3392.790000000004,2966.210000000005,176.0,user_83
0.0,0.0,0.0,18.42105263157895,68.42105263157895,13.157894736842104,38.0,38.0,1847.82,25.0,0.85,1.0,242.95,8.0,0.0,0.0,8.51,1.0,1846.97,1595.51,15.0,user_84
0.0,0.0,0.0,21.428571428571427,57.142857142857146,21.428571428571427,28.0,28.0,92.38,25.0,0.18,1.0,12.63,2.0,0.0,0.0,0.0,0.0,92.2,79.57,22.0,user_85
4.545454545454546,30.0,0.0,39.09090909090909,20.90909090909091,5.454545454545454,110.0,110.0,8650.460000000003,102.0,12.91,3.0,55.07,2.0,0.0,0.0,200.0,1.0,8637.550000000003,8382.480000000003,96.0,user_86
0.0,1.0845986984815619,19.088937093275486,34.92407809110629,31.670281995661604,13.232104121475054,461.0,461.0,23204.319999999985,415.0,465.41,15.0,3086.1,27.0,0.0,0.0,0.0,0.0,22738.909999999985,19652.809999999987,373.0,user_87
0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.0,user_88
0.6734006734006734,27.946127946127945,4.377104377104377,26.5993265993266,22.55892255892256,17.845117845117844,297.0,297.0,9499.13,283.0,1.03,3.0,197.91000000000003,9.0,1.7,1.0,0.0,0.0,9498.1,9298.489999999998,270.0,user_89
0.0,0.0,4.225352112676056,69.01408450704226,22.535211267605632,4.225352112676056,71.0,71.0,1231.7499999999993,57.0,0.85,1.0,551.6,13.0,0.0,0.0,0.0,0.0,1230.8999999999996,679.2999999999994,43.0,user_90
0.0,0.0,0.0,10.344827586206897,86.20689655172414,3.4482758620689653,29.0,29.0,3283.090000000001,24.0,0.85,1.0,71.69,3.0,0.0,0.0,382.98,1.0,3282.240000000001,2827.570000000001,19.0,user_91
0.0,0.0,6.198347107438017,46.69421487603306,25.619834710743802,21.487603305785125,242.0,242.0,10471.100000000002,187.0,38.56,13.0,1526.67,33.0,0.0,0.0,20.0,1.0,10432.540000000005,8885.870000000003,140.0,user_92
0.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,15.0,15.0,48.17,6.0,0.85,2.0,0.43,1.0,0.0,0.0,35.74,3.0,47.32,11.15,0.0,user_94
0.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.0,user_95
8.94308943089431,4.878048780487805,7.317073170731708,9.75609756097561,58.53658536585366,10.56910569105691,123.0,123.0,13440.580000000007,114.0,0.6000000000000001,3.0,49.57000000000001,6.0,0.0,0.0,0.0,0.0,13439.980000000007,13390.410000000007,105.0,user_96
0.0,0.0,8.333333333333334,33.333333333333336,40.476190476190474,17.857142857142858,84.0,84.0,614.76,77.0,8.33,6.0,0.0,0.0,0.0,0.0,15.0,1.0,606.43,591.43,70.0,user_97
0.0,0.0,17.131474103585656,39.44223107569721,19.12350597609562,24.302788844621514,251.0,251.0,9917.5,221.0,49.53,11.0,1053.51,11.0,19.57,1.0,179.57999999999996,4.0,9867.97,8615.31,194.0,user_98
0.0,0.0,0.0,0.0,55.28846153846154,44.71153846153846,208.0,208.0,1143.4400000000005,200.0,80.85,3.0,11.56,3.0,0.0,0.0,0.0,0.0,1062.5900000000006,1051.0300000000007,194.0,user_99
0.0,0.0,0.0,24.242424242424242,75.75757575757575,0.0,66.0,66.0,4230.1,55.0,514.0300000000002,3.0,323.37,4.0,0.0,0.0,1276.6,4.0,3716.07,2116.100000000001,44.0,user_100
1.271186440677966,40.67796610169491,6.3559322033898304,27.966101694915253,19.491525423728813,4.237288135593221,236.0,236.0,14884.510000000006,206.0,87.21,5.0,2569.51,25.0,0.0,0.0,0.0,0.0,14797.300000000005,12227.790000000005,176.0,user_101
0.0,0.0,9.090909090909092,18.181818181818183,56.81818181818182,15.909090909090908,44.0,44.0,474.47000000000014,43.0,0.0,0.0,7.66,1.0,0.0,0.0,0.0,0.0,474.47000000000014,466.81000000000006,42.0,user_102
0.0,0.0,100.0,0.0,0.0,0.0,27.0,27.0,2024.93,24.0,134.56,2.0,3.56,1.0,0.0,0.0,0.0,0.0,1890.37,1886.81,21.0,user_103
96.0,0.0,0.0,0.0,4.0,0.0,25.0,25.0,3288.89,15.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,3286.89,3286.89,5.0,user_104
0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,3.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,3.98,1.0,user_105
1.4388489208633093,10.071942446043165,30.93525179856115,45.32374100719424,10.071942446043165,2.158273381294964,139.0,139.0,3464.870000000001,118.0,32.58,10.0,888.16,9.0,0.0,0.0,77.87,2.0,3432.2900000000004,2466.260000000001,97.0,user_106
0.0,1.8617021276595744,13.829787234042554,26.861702127659573,41.755319148936174,15.691489361702128,376.0,376.0,16351.480000000018,355.0,441.7000000000001,2.0,673.1000000000001,13.0,4.26,1.0,273.19,1.0,15909.780000000017,14959.230000000018,338.0,user_107
6.027397260273973,14.794520547945206,55.75342465753425,8.904109589041095,7.945205479452055,6.575342465753424,730.0,730.0,20195.780000000006,664.0,292.0800000000001,31.0,2146.22,27.0,0.0,0.0,205.1,8.0,19903.700000000004,17552.380000000005,598.0,user_108
0.0,0.0,0.0,0.0,0.0,100.0,3.0,3.0,11.64,2.0,0.0,0.0,3.31,1.0,0.0,0.0,0.0,0.0,11.64,8.33,1.0,user_109
3.260869565217391,1.0869565217391304,12.826086956521738,29.565217391304348,40.21739130434783,13.043478260869565,460.0,460.0,71619.46999999993,421.0,187.24,29.0,298.3400000000001,5.0,0.0,0.0,0.0,0.0,71432.22999999992,71133.88999999993,387.0,user_110
0.0,4.912280701754386,8.87218045112782,20.50125313283208,49.67418546365915,16.040100250626566,1995.0,1995.0,88336.72999999949,1574.0,2528.8899999999994,99.0,11237.18000000003,268.0,0.0,0.0,36234.06999999998,34.0,85807.83999999949,38336.589999999465,1173.0,user_111
0.0,0.0,6.106870229007634,27.633587786259543,45.038167938931295,21.221374045801525,655.0,655.0,16230.519999999995,635.0,2.0,3.0,164.7,10.0,0.0,0.0,0.0,0.0,16228.519999999995,16063.819999999994,622.0,user_112
0.0,17.063492063492063,17.857142857142858,27.976190476190474,23.61111111111111,13.492063492063492,504.0,504.0,17799.699999999993,459.0,613.04,9.0,792.2299999999998,28.0,0.0,0.0,1920.9,7.0,17186.659999999993,14473.529999999993,415.0,user_113
0.0,0.0,0.0,31.539888682745826,43.7847866419295,24.675324675324674,539.0,539.0,6266.57000000003,521.0,0.85,2.0,662.5999999999998,11.0,0.0,0.0,0.0,0.0,6265.720000000029,5603.120000000029,508.0,user_114
0.0,0.0,0.0,5.454545454545454,60.0,34.54545454545455,55.0,55.0,8268.529999999999,52.0,1.5,2.0,0.0,0.0,0.0,0.0,14.93,1.0,8267.029999999999,8252.099999999999,49.0,user_115
0.0,0.5190311418685121,16.608996539792386,46.53979238754325,25.77854671280277,10.55363321799308,578.0,578.0,53113.15000000004,500.0,688.8000000000002,21.0,9713.059999999996,51.0,0.0,0.0,12894.47,4.0,52424.35000000004,29816.82000000004,424.0,user_116
0.0,0.0,0.0,10.256410256410257,0.0,89.74358974358974,39.0,39.0,4454.69,31.0,1711.4799999999998,6.0,0.0,0.0,0.0,0.0,851.06,2.0,2743.21,1892.15,23.0,user_117
0.0,0.0,0.0,12.121212121212121,54.54545454545455,33.333333333333336,33.0,33.0,1021.89,30.0,171.91,3.0,0.0,0.0,0.0,0.0,0.0,0.0,849.9799999999998,849.9799999999998,27.0,user_118
0.0,20.481927710843372,53.01204819277108,15.662650602409638,7.228915662650603,3.6144578313253013,83.0,83.0,1042.4600000000003,70.0,9.36,2.0,47.32000000000001,5.0,0.0,0.0,425.55,5.0,1033.1000000000004,560.2300000000001,58.0,user_119
0.0,0.0,0.0,15.09433962264151,84.90566037735849,0.0,53.0,53.0,4707.550000000001,36.0,27.14,10.0,177.02,4.0,0.0,0.0,26.39,3.0,4680.410000000002,4477.0,19.0,user_120
0.0,0.0,0.0,53.7037037037037,42.592592592592595,3.7037037037037037,54.0,54.0,847.9699999999998,46.0,0.03,1.0,90.25,4.0,0.0,0.0,16.599999999999998,3.0,847.9399999999998,741.0899999999998,38.0,user_121
0.0,0.0,83.33333333333333,0.0,0.0,16.666666666666668,6.0,6.0,187.23,5.0,0.0,0.0,15.74,1.0,0.0,0.0,0.0,0.0,187.23,171.49,4.0,user_122
66.66666666666667,0.0,0.0,12.820512820512821,20.512820512820515,0.0,78.0,78.0,1304.5899999999995,50.0,810.9999999999997,22.0,8.09,1.0,0.0,0.0,299.57,5.0,493.5899999999997,185.9299999999997,22.0,user_123
1.4388489208633093,21.822541966426858,21.103117505995204,25.899280575539567,17.74580335731415,11.990407673860911,417.0,417.0,68776.36999999995,403.0,3.0,6.0,214.78,3.0,0.0,0.0,4200.0,4.0,68773.36999999995,64358.58999999995,390.0,user_124
0.0,1.5384615384615385,15.384615384615385,0.0,0.0,83.07692307692308,65.0,65.0,1190.07,56.0,2.0,2.0,46.12,5.0,0.0,0.0,40.0,2.0,1188.07,1101.95,47.0,user_125
0.0,0.0,0.0,5.2631578947368425,52.63157894736842,42.10526315789474,38.0,38.0,964.48,32.0,137.73999999999998,4.0,5.49,1.0,0.0,0.0,68.09,1.0,826.74,753.16,26.0,user_127
