user_id,compl,Len Compl,sum rev,Len rev,sum decl,Len decl,sum canc,Len canc,sum fail,Len fail,new,Sum  of True Trans,Plh8os True Trans
user_10135,21801.96,143.0,668.77,11.0,4445.61,31.0,0.0,0.0,2950.0,10.0,21133.19,13737.579999999998,91.0
user_10136,7.75,3.0,0.0,0.0,1.78,1.0,0.0,0.0,0.0,0.0,7.75,5.97,2.0
user_10137,491.90999999999997,9.0,213.62,2.0,73.2,2.0,0.0,0.0,90.21000000000001,3.0,278.28999999999996,114.87999999999997,2.0
user_10138,7174.920000000002,60.0,3.0,3.0,648.88,10.0,0.0,0.0,2.0,2.0,7171.920000000002,6521.040000000002,45.0
user_10139,67.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.23,67.23,1.0
user_1014,788.2600000000002,43.0,10.899999999999999,8.0,10.749999999999998,5.0,0.0,0.0,0.0,0.0,777.3600000000002,766.6100000000002,30.0
user_10140,62.910000000000004,8.0,2.0,2.0,0.0,0.0,0.0,0.0,97.89,7.0,60.910000000000004,-36.98,-1.0
user_10142,8.569999999999999,4.0,43.35,11.0,73.95000000000002,12.0,0.0,0.0,0.0,0.0,-34.78,-108.73000000000002,-19.0
user_10143,3296.1300000000015,52.0,2.0,2.0,42.55,1.0,0.0,0.0,0.0,0.0,3294.1300000000015,3251.5800000000013,49.0
user_10144,18016.759999999987,600.0,841.26,45.0,4063.11,42.0,0.0,0.0,513.1800000000001,13.0,17175.49999999999,12599.209999999988,500.0
user_10145,16263.029999999993,175.0,597.35,13.0,684.8700000000001,12.0,10.0,1.0,0.0,0.0,15665.679999999993,14970.809999999992,149.0
user_10146,7469.110000000004,168.0,492.17,20.0,384.55000000000007,9.0,0.0,0.0,25.53,1.0,6976.940000000004,6566.860000000004,138.0
user_10147,9478.500000000016,606.0,350.42999999999995,13.0,2165.9300000000007,73.0,0.0,0.0,0.0,0.0,9128.070000000016,6962.140000000016,520.0
user_10148,7369.590000000002,131.0,2.0,2.0,72.23,4.0,0.0,0.0,0.0,0.0,7367.590000000002,7295.360000000002,125.0
user_1015,273.66,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,272.66,272.66,6.0
user_10150,10286.869999999999,170.0,75.58,22.0,2312.0299999999997,10.0,0.0,0.0,4765.96,4.0,10211.289999999999,3133.2999999999993,134.0
user_10152,31735.909999999967,876.0,437.98,27.0,2615.47,50.0,0.0,0.0,154.04,4.0,31297.929999999968,28528.419999999966,795.0
user_10153,1017.7599999999998,24.0,2.55,4.0,16.09,1.0,0.0,0.0,0.0,0.0,1015.2099999999998,999.1199999999998,19.0
user_10154,1580.4000000000008,128.0,121.19000000000001,6.0,42.480000000000004,5.0,0.0,0.0,0.0,0.0,1459.2100000000007,1416.7300000000007,117.0
user_10155,240.84,18.0,1.0,1.0,36.84,4.0,0.0,0.0,0.0,0.0,239.84,203.0,13.0
user_10156,2143.76,125.0,0.2,3.0,71.85,8.0,0.0,0.0,0.4,2.0,2143.5600000000004,2071.3100000000004,112.0
user_10157,5979.210000000002,209.0,61.0,4.0,57.14000000000001,10.0,0.0,0.0,70.0,2.0,5918.210000000002,5791.0700000000015,193.0
user_10158,224.97,5.0,3.75,3.0,182.35000000000005,25.0,0.0,0.0,0.0,0.0,221.22,38.86999999999995,-23.0
user_10159,8.51,1.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,7.66,0.0
user_10160,1475.8500000000001,41.0,1.0,1.0,181.72,5.0,0.0,0.0,1.0,1.0,1474.8500000000001,1292.13,34.0
user_10161,4142.840000000002,179.0,50.099999999999994,4.0,307.13,7.0,0.0,0.0,5017.7300000000005,13.0,4092.740000000002,-1232.1199999999985,155.0
user_10162,3896.5500000000006,41.0,1.0,1.0,0.0,0.0,102.13,1.0,0.0,0.0,3895.5500000000006,3793.4200000000005,39.0
user_10163,3987.100000000001,174.0,33.51,5.0,123.64000000000001,5.0,0.0,0.0,0.0,0.0,3953.5900000000006,3829.9500000000007,164.0
user_10164,345.53000000000003,3.0,0.85,1.0,212.92000000000002,3.0,0.0,0.0,0.0,0.0,344.68,131.76,-1.0
user_10165,34.04,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.04,34.04,1.0
user_10166,4622.280000000001,60.0,0.85,1.0,317.06,4.0,0.0,0.0,0.0,0.0,4621.43,4304.37,55.0
user_10167,5186.549999999999,443.0,947.9900000000001,13.0,298.82,8.0,0.0,0.0,71.47999999999999,6.0,4238.5599999999995,3868.2599999999993,416.0
user_10169,519.15,3.0,1.7,2.0,3.24,1.0,0.0,0.0,0.0,0.0,517.4499999999999,514.2099999999999,0.0
user_1017,141124.40000000008,201.0,1462.4299999999998,6.0,923.64,1.0,0.0,0.0,761.54,2.0,139661.9700000001,137976.79000000007,192.0
user_10170,58528.16999999999,19.0,1.0,7.0,112.84,1.0,0.0,0.0,0.0,0.0,58527.16999999999,58414.329999999994,11.0
user_10171,13580.97,53.0,6435.410000000001,22.0,0.0,0.0,0.0,0.0,2806.6099999999997,9.0,7145.559999999999,4338.949999999999,22.0
user_10172,9228.140000000003,101.0,3.1799999999999997,16.0,2808.6400000000012,93.0,0.0,0.0,0.85,1.0,9224.960000000003,6415.470000000001,-9.0
user_10173,8732.099999999995,354.0,199.56,12.0,211.77999999999997,11.0,0.0,0.0,0.0,0.0,8532.539999999995,8320.759999999995,331.0
user_10174,4145.280000000001,48.0,2.0,2.0,9.95,1.0,0.0,0.0,0.0,0.0,4143.280000000001,4133.330000000001,45.0
user_10175,20215.790000000005,234.0,444.13,5.0,1736.3100000000002,10.0,0.0,0.0,0.0,0.0,19771.660000000003,18035.350000000002,219.0
user_10176,37686.970000000016,432.0,53.0,22.0,989.0800000000004,55.0,0.0,0.0,1394.0800000000002,19.0,37633.970000000016,35250.81000000001,336.0
user_10177,7030.369999999999,117.0,4.39,2.0,891.6599999999999,8.0,0.0,0.0,0.0,0.0,7025.979999999999,6134.319999999999,107.0
user_10178,666.3000000000001,10.0,0.85,1.0,10.2,2.0,0.0,0.0,0.0,0.0,665.45,655.25,7.0
user_10179,3352.540000000002,75.0,2.77,9.0,69.53999999999999,5.0,0.0,0.0,428.08000000000004,4.0,3349.770000000002,2852.150000000002,57.0
user_1018,9.92,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,9.89,0.0
user_10180,2355.0800000000004,96.0,26.380000000000003,2.0,305.81,4.0,0.0,0.0,0.0,0.0,2328.7000000000003,2022.8900000000003,90.0
user_10181,39.72,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64,39.64,0.0
user_10182,3636.9200000000033,95.0,0.0,2.0,54.089999999999996,4.0,0.0,0.0,0.0,0.0,3636.9200000000033,3582.830000000003,89.0
user_10183,2875.499999999999,241.0,2.0,4.0,201.68999999999997,13.0,0.0,0.0,100.0,1.0,2873.499999999999,2571.809999999999,223.0
user_10184,5929.21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5929.21,5929.21,3.0
user_10185,325.5,35.0,2.55,3.0,8.059999999999999,2.0,0.0,0.0,42.55,5.0,322.95,272.34,25.0
user_10186,7833.839999999999,61.0,0.85,3.0,104.38000000000001,3.0,0.0,0.0,0.85,1.0,7832.989999999999,7727.759999999998,54.0
