,user_id,user_settings_crypto_unlocked,attributes_notifications_marketing_push,attributes_notifications_marketing_email,new_num_contacts,new_age,gb,pl,fr,ie,ro,es,lt,pt,mt,de,ch,cz,it,gr,cy,other_country,paid
36,user_36,0,1.0,1.0,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,user_37,1,1.0,1.0,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,user_38,0,1.0,1.0,24,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,user_39,0,0.0,0.0,47,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,user_40,0,1.0,0.0,2,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,user_41,0,1.0,1.0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,user_42,1,1.0,1.0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,user_43,1,1.0,1.0,12,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,user_44,0,1.0,1.0,21,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,user_45,0,1.0,1.0,7,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,user_46,0,1.0,1.0,47,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,user_47,0,1.0,1.0,14,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,user_48,0,1.0,1.0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,user_49,0,1.0,1.0,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,user_50,0,1.0,1.0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,user_51,0,1.0,1.0,47,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,user_52,0,1.0,1.0,5,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,user_53,0,1.0,1.0,47,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,user_54,0,1.0,1.0,5,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,user_55,0,1.0,0.0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,user_56,0,1.0,1.0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,user_57,0,1.0,1.0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,user_58,0,1.0,1.0,47,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,user_59,0,1.0,1.0,10,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,user_60,0,1.0,1.0,19,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,user_61,0,1.0,1.0,20,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,user_62,0,1.0,1.0,31,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,user_63,0,1.0,1.0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,user_64,0,1.0,1.0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,user_65,0,1.0,1.0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,user_66,0,1.0,1.0,47,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,user_67,0,1.0,1.0,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,user_68,0,1.0,1.0,47,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,user_69,0,0.0,0.0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,user_70,1,1.0,1.0,3,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,user_71,0,1.0,1.0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,user_72,0,1.0,1.0,47,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,user_73,0,1.0,1.0,13,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,user_74,0,1.0,1.0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,user_75,0,0.0,1.0,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,user_76,1,1.0,1.0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,user_77,1,1.0,1.0,9,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,user_78,0,1.0,1.0,18,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,user_79,0,1.0,1.0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,user_80,1,1.0,1.0,19,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,user_81,0,1.0,0.0,16,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,user_82,0,1.0,1.0,9,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,user_83,0,1.0,1.0,39,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,user_84,0,1.0,1.0,11,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,user_85,0,0.0,1.0,47,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,user_86,0,1.0,1.0,5,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,user_87,1,1.0,1.0,47,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,user_88,0,1.0,1.0,11,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,user_89,0,1.0,1.0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,user_90,1,1.0,1.0,47,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,user_91,0,1.0,1.0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,user_92,1,1.0,1.0,18,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
93,user_93,1,1.0,1.0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,user_94,0,1.0,0.0,21,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,user_95,0,1.0,0.0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,user_96,1,1.0,1.0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,user_97,0,1.0,1.0,4,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,user_98,0,0.0,0.0,9,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,user_99,0,1.0,1.0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,user_100,0,1.0,1.0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,user_101,0,1.0,0.0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,user_102,0,1.0,1.0,5,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,user_103,0,1.0,1.0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,user_104,0,1.0,1.0,4,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,user_105,0,1.0,1.0,3,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,user_106,0,1.0,1.0,5,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,user_107,0,1.0,1.0,5,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
108,user_108,1,1.0,1.0,14,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,user_109,0,1.0,1.0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,user_110,0,1.0,1.0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
111,user_111,1,1.0,1.0,47,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112,user_112,0,1.0,1.0,40,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,user_113,0,1.0,1.0,8,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,user_114,0,1.0,1.0,47,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,user_115,0,1.0,1.0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,user_116,0,1.0,1.0,47,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
117,user_117,0,1.0,1.0,5,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,user_118,0,1.0,1.0,4,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,user_119,0,1.0,1.0,35,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,user_120,0,1.0,1.0,47,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,user_121,0,1.0,1.0,15,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,user_122,0,1.0,1.0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,user_123,0,1.0,1.0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,user_124,0,1.0,1.0,3,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,user_125,0,1.0,1.0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,user_126,0,1.0,1.0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,user_127,0,1.0,1.0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,user_128,0,1.0,1.0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,user_129,0,1.0,1.0,8,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,user_130,0,1.0,1.0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,user_131,0,1.0,1.0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,user_132,0,1.0,1.0,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,user_133,0,1.0,1.0,47,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,user_134,0,1.0,1.0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,user_135,1,1.0,1.0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,user_136,0,1.0,1.0,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,user_137,0,1.0,1.0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,user_138,1,1.0,1.0,2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,user_139,0,1.0,1.0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,user_140,0,1.0,0.0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,user_141,0,1.0,1.0,47,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,user_142,0,1.0,0.0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,user_143,1,1.0,1.0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,user_144,0,1.0,1.0,30,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,user_145,0,1.0,1.0,3,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,user_146,0,1.0,1.0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,user_147,0,1.0,1.0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,user_148,0,1.0,1.0,4,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,user_149,0,1.0,1.0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,user_150,0,1.0,0.0,47,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,user_151,0,0.0,0.0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,user_152,0,1.0,0.0,15,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
153,user_153,1,1.0,1.0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,user_154,0,1.0,1.0,23,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,user_155,1,1.0,1.0,41,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,user_156,0,0.0,1.0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,user_157,0,1.0,1.0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,user_158,0,1.0,1.0,47,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,user_159,0,1.0,1.0,10,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,user_160,0,1.0,1.0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,user_161,0,1.0,1.0,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,user_162,0,1.0,1.0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,user_163,0,1.0,1.0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,user_164,0,1.0,1.0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,user_165,0,1.0,1.0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,user_166,0,0.0,0.0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,user_167,1,1.0,1.0,10,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,user_168,0,1.0,1.0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,user_169,0,1.0,1.0,6,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,user_170,0,1.0,1.0,47,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171,user_171,0,1.0,1.0,9,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,user_172,0,1.0,1.0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,user_173,0,1.0,1.0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,user_174,1,0.0,0.0,5,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,user_175,0,1.0,1.0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,user_176,1,1.0,1.0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,user_177,0,1.0,1.0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,user_178,0,1.0,1.0,16,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,user_179,0,1.0,1.0,40,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,user_180,1,1.0,1.0,6,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,user_181,1,1.0,1.0,47,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
182,user_182,0,1.0,1.0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,user_183,0,1.0,1.0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,user_184,0,1.0,1.0,19,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,user_185,0,1.0,1.0,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,user_186,1,1.0,1.0,14,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,user_187,1,0.0,0.0,47,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
188,user_188,1,1.0,1.0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,user_189,0,1.0,1.0,24,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,user_190,0,1.0,1.0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,user_191,0,1.0,0.0,22,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,user_192,1,1.0,1.0,9,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,user_193,0,1.0,1.0,13,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,user_194,0,1.0,1.0,47,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,user_195,1,1.0,1.0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,user_196,1,1.0,1.0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,user_197,0,1.0,1.0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,user_198,1,1.0,1.0,17,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,user_199,0,1.0,1.0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,user_200,0,1.0,1.0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,user_201,1,1.0,1.0,8,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,user_202,0,1.0,0.0,32,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,user_203,0,1.0,1.0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,user_204,1,1.0,1.0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,user_205,0,1.0,1.0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,user_206,1,1.0,1.0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,user_207,0,1.0,1.0,47,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,user_208,1,1.0,1.0,47,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,user_209,1,1.0,1.0,47,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,user_210,0,1.0,1.0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,user_211,0,1.0,1.0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,user_212,0,1.0,1.0,34,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,user_213,1,1.0,1.0,41,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
214,user_214,0,1.0,1.0,12,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,user_215,0,1.0,1.0,16,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,user_216,0,1.0,1.0,17,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,user_217,0,1.0,1.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,user_218,0,1.0,1.0,14,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219,user_219,0,1.0,1.0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,user_220,0,1.0,1.0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,user_221,1,1.0,1.0,18,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,user_222,1,1.0,1.0,36,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
223,user_223,0,1.0,1.0,33,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,user_224,0,1.0,1.0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,user_225,0,0.0,0.0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,user_226,0,1.0,1.0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,user_227,0,1.0,1.0,33,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,user_228,0,1.0,1.0,29,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,user_229,0,1.0,1.0,7,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
230,user_230,0,1.0,1.0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,user_231,0,1.0,1.0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,user_232,0,1.0,1.0,31,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,user_233,1,1.0,1.0,43,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,user_234,0,1.0,1.0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,user_235,0,1.0,1.0,16,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,user_236,0,1.0,1.0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,user_237,1,1.0,1.0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,user_238,1,1.0,0.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,user_239,0,1.0,1.0,47,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,user_240,1,1.0,1.0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,user_241,0,1.0,1.0,2,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,user_242,1,1.0,1.0,6,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
243,user_243,0,1.0,1.0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,user_244,1,1.0,0.0,6,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
245,user_245,0,1.0,1.0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,user_246,0,1.0,1.0,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,user_247,1,1.0,1.0,25,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,user_248,1,1.0,1.0,12,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
249,user_249,0,1.0,1.0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250,user_250,0,1.0,1.0,36,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,user_251,0,1.0,1.0,1,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,user_252,0,1.0,1.0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,user_253,0,1.0,1.0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,user_254,1,1.0,1.0,6,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
